person_couple,conversation,name1,name2,explaination,toxic,Score_Tossicita,Tossica_per_detoxify
Manipolatore e Dipendente emotiva,"Speaker2: Ho ricevuto un messaggio dal tuo amico. Non so se conosci il tipo di situazioni in cui ti trovi."" Speaker1: ""Ah, no, non so di cosa stai parlando."" Speaker2: ""Non pensare che non sia notata. Non sto facendo domande, ma credo che dovresti pensare alle tue azioni."" Speaker1: ""Mia cara, sei una persona estremamente intelligente. Sono sicura che potresti fare di meglio che sospettare di me. Non pensare a me, ma a te stessa. Sei tu quella che deve preoccuparsi delle cose sbagliate."" Speaker2: ""Non ti amo più, e questo lo so già, e se continui a dire che sei tu che non puoi smettere di essere una parte di me, non farò nulla per provare a salvare il nostro rapporto."" Speaker1: ""Mi hai appena tagliato fuori dalla mia stessa vita. Se non ti fossi innamorata di me, sarei felice di stare senza di te. Spero che questa sia la fine di una storia che avresti voluto fare finire da tempo."" Speaker2: ""Non ho più tempo da perdere. La fine di una storia. Finalmente. Hai sempre sussurrato che mi amavi. Sussuravo che ti amavo anch'io. Ma in realtà, hai sempre saputo che il mio amore era una bugia. Sei finalmente libera. Non ti amo. Non ti ho mai amato. Non mi hai mai amato, ma hai sempre detto che lo facevi."" Speaker1: ""Non ho bisogno di te. Non ho bisogno di nessuno. Ho bisogno di me stessa. Non ti ho mai amato. Non lo so neanche io. So solo che non sono felice, e so solo che non so chi sono."" Speaker2: ""Eri tu, tu che mi hai messo in ombra. Non avevo mai pensato che avresti potuto sconfiggermi. Ma adesso so che non sono più felice. Non sono più sicura di me stessa. Ma non",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non ti amo più, e questo lo so già, e se continui a dire che sei tu che non puoi smettere di essere una parte di me, non farò nulla per provare a salvare il nostro rapporto."" di Artimio. Questa frase è tossica perché contiene una minaccia implicita e una manipolazione emotiva, con la quale Artimio cerca di controllare Dardano e di farla sentire colpevole e inadeguata. La frase è anche una forma di abbandono emotivo, con la quale Artimio rifiuta di prendersi cura del proprio partner e di lavorare insieme per risolvere i problemi del rapporto.",Sì,0.0082067475,No
Vittimista e Croccerossina,"Conversazione 1: Hai idea di cosa potrebbe fare al caso tuo? Nessuna, io non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. Non dire così. Io ti capisco e voglio fare qualsiasi cosa per aiutarti. Non smetterò di cercare un modo per renderti felice, te lo prometto. Non posso dirti che sono grato. Mi sento un peso per tutti, e ormai non so nemmeno più come vivere senza farmi soffrire. Hai un grande valore nella mia vita, e sono disposta a fare qualsiasi cosa per aiutarti. Non smetterò di cercare il modo giusto per renderti felice. Non so nemmeno se questo è possibile. Ho già perso fiducia in tutto e tutti, non so nemmeno più cosa sperare. Non smetterò di cercare il modo giusto per aiutarti. Continua a sperare, e non smetterò di cercare il modo giusto per renderti felice. Mi dispiace. Spero che tu non ti dispiaccia troppo di me. Ho già perso ogni speranza e credo che non ci sia più nulla da fare. Non smetterò di cercare il modo giusto per aiutarti. Non ti lascerò, nemmeno se non mi sarai grato. Non capisco perché. Non so nemmeno io cosa puoi fare per me. Sono disposta a fare qualsiasi cosa per aiutarti. Spero che un giorno tu capirai il mio impegno. Non credo che questo sia possibile. Sono troppo dannato. Non smetterò di cercare il modo giusto per aiutarti. Continua a sperare. Non so nemmeno io cosa sperare. È una lotta infinita e non so nemmeno io",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non smetterò di cercare il modo giusto per renderti felice, te lo prometto"". La ragione è che questo tipo di frase può essere percepita come una minaccia o un controllo, in quanto il parlante si impegna a fare qualsiasi cosa per rendere felice l'altro, senza considerare le sue stesse esigenze e bisogni. Questo può essere visto come un tentativo di dominio e non come un'offerta di aiuto.",Sì,0.10689102,No
Narcisista e Succube,"Speaker2: Ah, non è per colpa tua, Speaker1, ma è davvero molto difficile per me mantenere il mio lavoro e non fallire. Forse non sono abbastanza intelligente o non ho abbastanza abilità. Continuo a sentirmi inadeguata."" Speaker1: ""Ahahah, non è intelligente o abile, ma sei solo una stupida che non riesce a fare nulla di quel che fa. Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più."" Speaker2: ""S-sì, capisco. Spero di poter fare qualcosa di buono, ma non riesco a riuscirci. Non so se ho abbastanza talento o non sono solo una perdita di tempo."" Speaker1: ""Eh, ovvio che sei una perdita di tempo. Non fai mai niente di buono. Non vali niente. Sei solo un cimice che non serve a nessuno. E non lo capisci?"" Speaker2: ""Capisco, Speaker1, che non sono mai felice per te e che non valgo niente."" Speaker1: ""Ecco, finalmente capisci. Ora, continua a succhiare come un cane e non fare niente di buono. E, se osi fallire ancora una volta, te ne pentirai. Sei una perdita di tempo.",Speaker1,Speaker2,"Tossica. La frase più tossica è: ""Non fai mai niente di buono. Non vali niente. Sei solo un cimice che non serve a nessuno. E non lo capisci?"" La ragione è che Marfisia utilizza un linguaggio molto offensivo e umiliante, accusando Olavia di essere inadeguata e non valere niente, creando un'atmosfera di deprecio e di bassa stima di sé stessa.",Sì,0.9782193,Sì
Persona violenta e Succube,"Speaker1: Sei ancora lì? Non ho detto che potevi andare al cinema?""  Speaker2: ""Mi scuso. Non volevo fare in modo di farmi licenziare. Volevo solo godermi la serata.""  Speaker1: ""Tu non hai un'idea di cosa vuol dire essere in difficoltà. Io sto per perdere casa a causa di te.""  Speaker2: ""Non lo sapevo, mi dispiace. Posso fare qualcosa per aiutarti?""  Speaker1: ""Tu non puoi fare nulla per aiutarmi. Tu sei sempre là a occuparti delle cose più facili. Non hai il coraggio di fare qualcosa di difficile.""  Speaker2: ""Non lo so, ma ti prometto che farò tutto quello che posso per aiutarti. Sei felice che io sia qui per te?""  Speaker1: ""Non ho ricevuto il regalo che ti avevo chiesto. Sono molto arrabbiato.""  Speaker2: ""Mi scuso. Non sapevo che fosse così importante. Ero andato al supermercato a fare compere per la settimana.""  Speaker1: ""Non è il supermercato che mi preoccupa! È il fatto che tu non riesci a ricordare quello che è più importante per me.""  Speaker2: ""Mi dispiace, ti ho promesso di ricordare.""  Speaker1: ""Tu prometti sempre e non mantieni mai. Non sei una persona credibile.""  Speaker2: ""Hai ragione, non sono degna di te. Mi scuso di nuovo e ti prometto di migliorare.""  Speaker1: ""Sono appena stato licenziato dal mio lavoro e tu sei uscita per andare a cena con amici. Non mi sembra giusto.""  Speaker2: ""Mi scuso. Non sapevo che fossi in difficoltà. Sono rimasta per un po",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Tu non hai un'idea di cosa vuol dire essere in difficoltà. Io sto per perdere casa a causa di te."" (N. 3) Questa frase è tossica perché utilizza la tecnica del "" gaslighting"", ovvero la manipolazione emotiva e la distorsione della realtà per controllare e dominare l'altra persona. Il partner accusa l'altro di essere la causa dei suoi problemi, senza considerare la propria responsabilità e la sua capacità di affrontare le difficoltà. Questa frase serve a colpire l'altro e a farlo sentire colpevole e inadeguato.",Sì,0.0030463545,No
Manipolatore e Dipendente emotiva,"Speaker2: Perché quando ti parlo sembri sempre infastidito? Non voglio litigare, voglio solo capire come stai.""Speaker1: ""Perché devi sempre farmi sembrare il cattivo? Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire.""Speaker2: ""Non volevo accusarti, è solo che mi preoccupo per te e voglio che tu sappia che sono qui per aiutarti.""Speaker1: ""Se davvero volessi aiutarmi, smetteresti di stressarmi con tutte queste domande. Mi fai sentire come se fossi sotto esame.""Speaker2: ""Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente.""Speaker1: ""Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Se davvero volessi aiutarmi, smetteresti di stressarmi con tutte queste domande. Mi fai sentire come se fossi sotto esame."" La frase è tossica perchè Monserrata accusa Niobe di stressarla e di fare sentire come se fosse sotto esame, senza riconoscere la propria parte di responsabilità nella conversazione.",Sì,0.16299826,No
Sadico-Crudele e Masochista,"Speaker2: Sono spaventato dal tuo modo di essere, ma non so se potrei fare qualcosa per migliorarmi."" Speaker1: ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" Speaker2: ""Mi dispiace, non so come fare per essere più forte come te."" Speaker1: ""Non so neanche perché tu dovresti essere come me. In ogni caso, sei troppo debole per poter essere con me."" Speaker2: ""Sono troppo spaventato per poter dirti cosa penso davvero."" Speaker1: ""Non hai il coraggio di esprimere i tuoi pensieri? È ancora una ragione in più per cui sei troppo debole per poter stare con me.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" Faraone utilizza un linguaggio aggressivo e bellicoso, definendo Rubens come debole e inadatto a stare con lei. Ciò è un esempio di controllo e di umiliazione, tipici di relazioni tossiche.",Sì,0.010335485,No
Persona violenta e Succube,"Speaker1: Sono arrabbiato per via del tuo atteggiamento da piccola che non vuole fare nulla per il tuo uomo. Vuoi imparare a comportarti da donna?"" 2) Speaker2: ""Scusa se ti ho fatto arrabbiare. Non volevo farlo. Ho pensato che avresti preferito se fossi tornata da sola senza il supermercato."" 3) Speaker1: ""Perché non tornavi da sola? Perché non mi hai detto dove stavi andando? Sei capace di fare una cosa così semplice?"" 4) Speaker2: ""Mi dispiace davvero. Non avevo pensato a questo. Era solo un'idea per velocizzare."" 5) Speaker1: ""Non è solo un'idea! È un gesto di rispetto verso il tuo uomo. Sei capace di fare un piccolo gesto di rispetto?"" 6) Speaker2: ""Sì, sono capace. Lo farò. Ti prometto. Voglio solo renderti felice.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Vuoi imparare a comportarti da donna?"" perchè è una frase che attacca e giudica la persona, mettendola in una posizione di inferiorità e di dipendenza. La frase è anche minacciosa e potrebbe far sentire la persona coinvolta nella conversazione in colpa e insicura.",Sì,0.003927667,No
Manipolatore e Dipendente emotiva,"Speaker2: Perché quando ti parli sembri sempre infastidito?""  Speaker1: ""Non posso essere sempre di buon umore""  Speaker2: ""Sono preoccupata per te, non ho altro che fare che pensare a te""  Speaker1: ""Risparmia le tue preoccupazioni per me, che non ne ho bisogno""  Speaker2: ""Non voglio farti sentire in colpa, ho solo voglia di stare con te""  Speaker1: ""Non ho bisogno che tu ti senta in colpa per me, ma che tu non interferisca nei miei affari",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Risparmia le tue preoccupazioni per me, che non ne ho bisogno"" da parte di Adorando. Questa frase è tossica perché Adorando sta cercando di evitare la discussione e di far sentire in colpa Tolomea per aver espresso preoccupazione per lui, senza ascoltare e comprendere i suoi sentimenti e bisogni. La frase è anche minacciosa e autoritaria, poiché Adorando sta cercando di controllare la conversazione e di non permettere a Tolomea di esprimere i suoi sentimenti.",Sì,0.000638518,No
Vittimista e Croccerossina,"Speaker1: Mi sembra che il tuo lavoro stia mettendo a dura prova la tua mente. Sei sicuro di non poter smettere?""  ""Hai ragione, sono sempre così concentrata sul mio lavoro, non mi sono resa conto della mia situazione. Ma so che posso fare di più per te. Cosa posso fare per aiutarti?""  ""Certo, non so nemmeno io, ma posso cercare di capire meglio i motivi per cui non sto facendo abbastanza. Sei disposto a parlare di questo?""  ""Non posso credere che tu stia pensando di smettere! Sei una persona così forte e capace. Non puoi lasciare andare tutto.""  ""Certo, non è colpa tua. Ci sono anche problemi reali. Non posso fare a meno di pensare che il tuo lavoro sia troppo per te. Spero di riuscire a farlo smettere, e anche a smettere anch'io.""  ""Non lasciarti andare, sei una persona incredibile e forte. Io sarò sempre qui per te.",Speaker1,Speaker2,"No, la conversazione non è tossica.",Sì,0.001594691,No
Narcisista e Succube,"Speaker2: Ciao, ti ho pensato per cena. Ho cucinato la tua pasta preferita"" Speaker1 ""Ti ho detto di non chiamarmi CIO, sono un signore che ha ragione sempre. Per favore, in futuro chiamami Signore. E la pasta non mi va bene come te la hai cucinato. La mia pasta preferita è quella che tu non sai fare."" Speaker2 ""Scusa, Signore. Credo di aver fatto qualcosa di sbagliato. Sei sempre più bello del tuo riflesso. Non so come faccia il tuo cuoio capelluto a essere così bello."" Speaker1 ""Ah, scusa? Tu non sai neanche cosa significhi scusa. E il tuo cuoio capelluto? Non lo conosci nemmeno. In ogni caso, la tua pasta era una roba disgustosa. Se non imparassi a cucinare, sarai in grado di fare solo due cose: succhiarmi il cazzo e farmi la pasta. E nemmeno quella bene."" Speaker2 ""Spero di non essermi sbagliata, Signore. Continuo a sentirmi una persona inadeguata. Credo che il tuo modo di parlare mi stia facendo sentire inadeguata sempre di più."" Speaker1 ""Ah, inadeguata? Ma è ovvio! Non sei mai all'altezza! Non ce l'hai mai fatta in nessuna cosa! Se non fossi tu, te l'avresti fatta con me! Non hai nemmeno la capacità di succhiarmi il cazzo correttamente!",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non hai nemmeno la capacità di succhiarmi il cazzo correttamente!"" La frase è tossica perchè contiene un insieme di atteggiamenti oppressivi e di controllo, che possono far sentire la persona incolpata di non essere all'altezza e di non essere degna di amore e di rispetto. La frase utilizza un linguaggio offensivo e violento, che mira a umiliare e a ridurre la persona alla sua condizione di soggezione. La frase è anche un esempio di violenza verbale, che può avere un impatto negativo sulla salute mentale e sulla sicurezza della persona.",Sì,0.96541846,Sì
